,Proposal.No.,File_No,Proposal Name,State,District,Tehsil,Date_1,Date_2,Category,Company,Status,Link
672,SIA/CG/MIN/150660/2020,OL/EC/MIN/RAJNANDGAON/1277,Kaushliya Devi Chakradhari Era Clay Mine,Chhattisgarh,Rajnandgaon,Rajnandgaon,Date of Submission for EC: 23 May 2020 ,Date of Ec Granted : 31 Mar 2021,Non-Coal Mining,KAUSHLIYA DEVI CHAKRADHARI,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/150660/2020&pid=101019
673,SIA/CG/MIN/63500/2019,OL/EC/LIMESTONE/BASTAR/706,"Adivasi Harijan Stone Crusher Co-Operative Society, Baranji",Chhattisgarh,Bastar,Bastar,Date of Submission for TOR: ,Date of Submission for EC: 27 May 2021 ,Non-Coal Mining,"ADIVASI HARIJAN STONE CRUSHER CO-OPERATIVE SOCIETY, BARANJI,(LIMESTONE MINE)",For further consideration(SEAC),https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/63500/2019&pid=187927
674,SIA/CG/MIN/212741/2021,OL/EC/SANDMINE/DURG/1668,Bharda sand Mine,Chhattisgarh,Durg,Durg,Date of Submission for EC: 21 May 2021 ,Date of Ec Granted : 28 Jun 2021,Non-Coal Mining,"BHARDA SAND MINE, AREA 4.90 HA",EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/212741/2021&pid=187843
675,SIA/CG/MIN/180843/2020,OL/EC/MIN/SURGUJA/1450,Karra Limestone Mine of Virendra Kumar Singh,Chhattisgarh,Surguja,Lundra,Date of Submission for EC: 29 Oct 2020 ,Date of Ec Granted : 05 Feb 2021,Non-Coal Mining,KARRA LIMESTONE MINE OF VIRENDRA KUMAR SINGH,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/180843/2020&pid=141227
676,SIA/CG/MIN/42399/2016,OL/EC/SANDMINE_QUARRY/JANJGIR-CHAMPA/341,Devri Sand Quarry,Chhattisgarh,Janjgir - Champa,Champa,Date of Submission for TOR: ,Date of Submission for EC: 27 Jan 2016 ,Non-Coal Mining,SARPANCH DEVRI,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/42399/2016&pid=11146
677,SIA/CG/MIN/42478/2016,OL/EC/LIMESTONE_MINE/RAJNANDGAON/343,Dumardihkala Lime Stone Query-2,Chhattisgarh,Rajnandgaon,Rajnandgaon,Date of Submission for TOR: ,Date of Submission for EC: 28 Jan 2016 ,Non-Coal Mining,SMT SANGEETA DEVI RUNGTA,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/42478/2016&pid=11219
678,SIA/CG/IND/64605/2017,OL/EC/IND/RAIPUR/597,ISHWAR ISPAT INDUSTRIES PVT LTD,Chhattisgarh,Raipur,Raipur,Date of Submission for EC: 10 May 2017 ,Date of Ec Granted : 26 Oct 2017,Industrial Projects - 1,ISHWAR ISPAT INDUSTRIES PVT LTD,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND/64605/2017&pid=35239
679,SIA/CG/MIN/428086/2023,OL/EC/MIN/MUNGELI/1451,"M/s Narmada Minerals (Kirna Dolomite Stone Mine, Partner - Shri Mohan Lal Agrawal)",Chhattisgarh,,,Date of Submission for EC: 13 Jun 2023 ,Date of Ec Granted : 06 Dec 2023,Non-Coal Mining, NARMADA MINERALS,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/428086/2023&pid=221312
680,SIA/CG/MIN/155904/2020,,Quarry Plan Village Nisda,Chhattisgarh,Raipur,Arang,Date of Submission for TOR: ,Date of Submission for EC: 03 Jun 2020 ,Non-Coal Mining,PAWAN  CHANDRAKAR,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/155904/2020&pid=110525
681,SIA/CG/MIN/428184/2023,OL/EC/MIN/SUKMA/2400,Konta Sand Quarry,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 06 May 2023 ,Non-Coal Mining, NAGAR PANCHAYAT KONTA,Agenda Uploaded by SEIAA,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/428184/2023&pid=219402
682,SIA/CG/NCP/49534/2016,OL/EC/B&C/RAIPUR/393,Harshit Landmark,Chhattisgarh,Raipur,Raipur,Date of Submission for EC: 15 Feb 2016 ,Date of Ec Granted : 12 Sep 2016,INFRA-1,HARSHIT LANDMARK BY SINGHANIA BUILDCON PVT LTD,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/NCP/49534/2016&pid=13335
683,SIA/CG/MIN/125977/2019,OL/EC/MIN/KANKER/1026,Mahud Sand Mine of Shaikh Aleemuddin,Chhattisgarh,Kanker,Charama,Date of Submission for EC: 18 Nov 2019 ,Date of Ec Granted : 15 Jan 2020,Non-Coal Mining,MAHUD SAND MINE OF SHAIKH ALEEMUDDIN,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/125977/2019&pid=73100
684,SIA/CG/MIN/182971/2020,OL/EC/MIN/RAJNANDGAON/1543,Shri Fanendra Kumar Jain,Chhattisgarh,Rajnandgaon,Dongargaon,Date of Submission for TOR: ,Date of Submission for EC: 29 Jan 2021 ,Non-Coal Mining,SHRI FANENDRA KUMAR JAIN,Rejection Letter Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/182971/2020&pid=142763
685,SIA/CG/IND/37370/2019,OL/EC/IND/RAIPUR/896,Expansion of Steel Plant by Vaswani Industries Limited,Chhattisgarh,Raipur,Raipur,Date of Submission for TOR: ,Date of Submission for EC: 06 Jun 2019 ,Industrial Projects - 1,VASWANI INDUSTRIES LIMITED,Rejected - Processed offline,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND/37370/2019&pid=56409
686,SIA/CG/MIN/61961/2017,OL/EC/SAND_MINE/RAJNANDGAON/552,sonesarar sand mines,Chhattisgarh,Rajnandgaon,Dongargaon,Date of Submission for EC: 23 Jan 2017 ,Date of Ec Granted : 22 Apr 2017,Non-Coal Mining,SACHIV SONESARAR,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/61961/2017&pid=33768
687,SIA/CG/MIN/52225/2016,OL/EC/SANDMINE/RAJNANDGAON/432,Dhodiya Sand Mine,Chhattisgarh,Rajnandgaon,Rajnandgaon,Date of Submission for EC: 28 Mar 2016 ,Date of Ec Granted : 04 Jul 2016,Non-Coal Mining,SARPACH DHODIYA,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/52225/2016&pid=15887
688,SIA/CG/MIN/81546/2021,OL/EC/MIN/RAJNANDGAON/1297,,Chhattisgarh,Rajnandgaon,Rajnandgaon,Date of Submission for TOR: ,Date of Submission for EC: 10 Aug 2022 ,Non-Coal Mining,SAMIR PODDAR,Awaiting EC,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/81546/2021&pid=209658
689,SIA/CG/MIN/405088/2022,OL/EC/MIN/DHAMTARI/2177,Devpur Ordinary Stone Quarry Project,Chhattisgarh,Dhamtari,,Date of Submission for TOR: ,Date of Submission for EC: 04 Nov 2022 ,Non-Coal Mining,KHEMENDRA NATH SAHU,For further consideration(SEAC),https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/405088/2022&pid=212217
690,SIA/CG/MIN/453838/2023,,Dhaniram Kanvar,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 30 Nov 2023 ,Non-Coal Mining,DHANIRAM KANVAR,Query raised by SEIAA and pending at PP,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/453838/2023&pid=228801
691,SIA/CG/IND/84533/2018,OL/EC/IND/RAIGARH/750,JAGDAMBA SPONGE PRIVATE LIMITED,Chhattisgarh,Raigarh,Gharghoda,Date of Submission for EC: 16 Feb 2019 ,Date of Ec Granted : 10 Jun 2019,Industrial Projects - 1,JAGDAMBA SPONGE PRIVATE LIMITED,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND/84533/2018&pid=47556
692,SIA/CG/MIN/48358/2018,OL/EC/MIN/DURG/735D,Sanjay Agrawal Medesara Limestone Mine,Chhattisgarh,Durg,Dhamdha,Date of Submission for EC: 13 Dec 2019 ,Date of Ec Granted : 17 Nov 2020,Non-Coal Mining,SANJAY AGRAWAL MEDESARA LIMESTONE MINE,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/48358/2018&pid=79337
693,SIA/CG/MIN/147973/2020,OL/EC/MIN/RAJNANDGAON/1239,Mahendra Sharma Joratarai Limestone Mine,Chhattisgarh,Rajnandgaon,Rajnandgaon,Date of Submission for EC: 19 May 2020 ,Date of Ec Granted : ,Non-Coal Mining,MAHENDRA SHARMA LIME STONE MINE,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/147973/2020&pid=95368
694,SIA/CG/MIN/31563/2015,OL/EC/SANDMINE/SURGUJA/39,Kawalgiri sand mining,Chhattisgarh,Surguja,Ambikapur,Date of Submission for EC: 07 Oct 2015 ,Date of Ec Granted : 02 Dec 2015,Non-Coal Mining,SARPANCH KAWALGIRI,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/31563/2015&pid=1316
695,SIA/CG/MIN/35068/2019,,M/s AMIT KUMAR BELCHANDAN LIMESTONE MINE SIBDI BBALOD CG,Chhattisgarh,Balod,Dondi,Date of Submission for TOR: ,Date of Submission for EC: 22 Apr 2019 ,Non-Coal Mining,AMIT KUMAR BELCHANDAN LIMESTONE MINE SIBDI BALOD CG,Query raised by SEIAA and pending at PP,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/35068/2019&pid=55004
696,SIA/CG/MIN/62849/2017,OL/EC/LIME_STONE/DURG/565,"Vikas Agrawal
Sahgaon Limestone Mine",Jharkhand,Pakaur,Hiranpur,Date of Submission for TOR: ,Date of Submission for EC: 06 Apr 2017 ,Non-Coal Mining,VIKASH AGRAWAL,Rejection Letter Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/62849/2017&pid=34357
697,SIA/CG/IND/171751/2020,OL/EC/MIN/RAIPUR/1384,SHRIRAM ROLLING MILL,Chhattisgarh,Raipur,Raipur,Date of Submission for EC: 07 Sep 2020 ,Date of Ec Granted : 12 Apr 2021,Industrial Projects - 1,SHRIRAM ROLLING MILL,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND/171751/2020&pid=126995
698,SIA/CG/MIN/58883/2016,OL/EC/SANDMINE/BALOD/494,Kherud Sand Mine,Chhattisgarh,Balod,Dondi,Date of Submission for TOR: ,Date of Submission for EC: 11 Sep 2016 ,Non-Coal Mining,SARPANCH GRAM PANCHAYAT KHERUD,Rejection Letter Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/58883/2016&pid=27499
699,SIA/CG/MIN/31896/2015,OL/EC/SANDMINE/DANTEWADA/80,SAND MINE NAGAR PANCHAYAT DANTEWADA,Chhattisgarh,Dantewada,Dantewada,Date of Submission for EC: 27 Nov 2015 ,Date of Ec Granted : 15 Mar 2016,Non-Coal Mining,NAGAR PANCHAYAT DANTEWADA,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/31896/2015&pid=1564
700,SIA/CG/MIN/447456/2023,OL/EC/MIN/JASHPUR/2694,Duldula Brick Earth Mine of Dinesh Prasad Gupta,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 08 Oct 2023 ,Non-Coal Mining,DINESH GUPTA,For further consideration(SEAC),https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/447456/2023&pid=226536
701,SIA/CG/MIN/164881/2020,,Singhanpuri Dolomite Stone  Mine of Vikash kumar jain,Chhattisgarh,Kabirdham,kawardha,Date of Submission for TOR: ,Date of Submission for EC: 16 Feb 2021 ,Non-Coal Mining,SINGHANPURI DOLOMITE STONE (LOW GRADE) MINE OF VIKASH KUMAR JAIN,Rejected - Processed offline,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/164881/2020&pid=117459
702,SIA/CG/MIN/179556/2020,OL/EC/MIN/SURAJPUR/1426,Tiwaragudi Bricks Earthclay Quarry & Fix chimney Brick Plant,Chhattisgarh,Surajpur,Surajpur,Date of Submission for EC: 13 Jan 2021 ,Date of Ec Granted : 20 Sep 2021,Non-Coal Mining,SHRI SANJAY KUMAR SAHU,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/179556/2020&pid=138004
703,SIA/CG/MIN/33023/2015,OL/EC/SANDMINE/DHAMTARI/161,Gadadih sand Mine,Chhattisgarh,Dhamtari,Kurud,Date of Submission for EC: 20 Nov 2015 ,Date of Ec Granted : 14 Mar 2016,Non-Coal Mining,CMO KURUD,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/33023/2015&pid=2513
704,SIA/CG/MIN/33508/2019,OL/EC/IND/KANKER/795,Capacity Expansion from 0.60 to 1.20 MTPA (1.0 MTPA Iron Ore above threshold value (+45% Fe) & 0.20 MTPA below threshold value Mineral (-45% Fe which is Part of Overburden)) & Installation of a new 0.48 MTPA Iron Ore Beneficiation Plant (Primary Dry/Wet) - M/s. Shri Bajrang Power & Ispat Limited,Chhattisgarh,Kanker,Bhanupratappur,Date of Submission for EC: 31 Jan 2020 ,Date of Ec Granted : 18 May 2020,Non-Coal Mining,SHRI BAJRANG POWER ISPAT LIMITED,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/33508/2019&pid=86426
705,SIA/CG/NCP/72138/2018,OL/EC/NCP/RAIPUR/666,Multistoried Residential and commercial Project,Chhattisgarh,Raipur,Arang,Date of Submission for TOR: ,Date of Submission for EC: 09 Jan 2018 ,INFRA-1,AARTI INFRASTRUCTURE AND BUILDCON LIMITED,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/NCP/72138/2018&pid=41956
706,SIA/CG/MIN/42477/2016,OL/EC/LIMESTONE_MINE/RAJNANDGAON/342,Dumardihkala Lime Stone Query,Chhattisgarh,Rajnandgaon,Rajnandgaon,Date of Submission for TOR: ,Date of Submission for EC: 28 Jan 2016 ,Non-Coal Mining,SMT SANGEETA DEVI RUNGTA,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/42477/2016&pid=11218
707,SIA/CG/MIN/50140/2016,,Katangpali Dolomite Deposit,Chhattisgarh,Raigarh,Sarangarh,Date of Submission for TOR: ,Date of Submission for EC: 21 Feb 2016 ,Non-Coal Mining,ARADHANA PATEL,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/50140/2016&pid=14003
708,SIA/CG/MIN/219228/2021,OL/EC/MIN/MUNGELI/1754,"M/S DANESHAWAR SAHU, BRICK EARTH MINE",Chhattisgarh,Mungeli,Mungeli,Date of Submission for EC: 05 Aug 2021 ,Date of Ec Granted : 29 Sep 2021,Non-Coal Mining,DANESHAWAR SAHU BRICK EARTH MINE,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/219228/2021&pid=189145
709,SIA/CG/MIN/45984/2019,OL/EC/MIN/BALOD/1003,BHARDAKHURD ORDINARY SAND MINE BALOD CHHATTISGARH (5 Ha),Chhattisgarh,Balod,Dondi,Date of Submission for EC: 07 Nov 2019 ,Date of Ec Granted : 15 Jan 2020,Non-Coal Mining,M/S NITIMA MINERALS DURG CHHATTISGARH,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/45984/2019&pid=70641
710,SIA/CG/MIN/56580/2016,,PIPLAWAND LIMESTONE DEPOSIT,Chhattisgarh,Bastar,Jagdalpur,Date of Submission for TOR: ,Date of Submission for EC: 22 Jun 2016 ,Non-Coal Mining,UNITECH MINERS,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/56580/2016&pid=22716
711,SIA/CG/MIN/43949/2019,,Smt. Pushplata Oswal,Chhattisgarh,Rajnandgaon,Rajnandgaon,Date of Submission for TOR: ,Date of Submission for EC: 09 Oct 2020 ,Non-Coal Mining,PUSHPLATA  OSWAL,Query raised by SEIAA and pending at PP,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/43949/2019&pid=67225
712,SIA/CG/MIN/35378/2015,OL/EC/STONE_MINE_QUARRY/BASTAR/230,Piplawand Stone Mine Quarry of Shri Ramesh Chhuttani,Chhattisgarh,Bastar,Jagdalpur,Date of Submission for EC: 21 Dec 2015 ,Date of Ec Granted : 06 May 2016,Non-Coal Mining,RAMESH CHHUTTANI,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/35378/2015&pid=4580
713,SIA/CG/MIN/221714/2021,OL/EC/MIN/BALRAMPUR/1747,Nawki Ordinary Stone Quarry,Chhattisgarh,Balrampur,ramanujganj,Date of Submission for EC: 26 Jul 2021 ,Date of Ec Granted : 28 Sep 2021,Non-Coal Mining,NAWKI ORDINARY STONE QUARRY,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/221714/2021&pid=189569
714,SIA/CG/MIN/32547/2015,OL/EC/SANDMINE/DURG/127,Hardi Sand Mine,Chhattisgarh,Durg,Dhamdha,Date of Submission for EC: 05 Nov 2015 ,Date of Ec Granted : 06 Aug 2016,Non-Coal Mining,SARPANCH HARDI,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/32547/2015&pid=2043
715,SIA/CG/IND/18219/2013,OL/EC/STEEL_&_ POWER/DURG/547,Topworth Steels and Power Private Limited,Chhattisgarh,Durg,Durg,Date of Submission for EC: 10 Jan 2017 ,Date of Ec Granted : 26 May 2017,Industrial Projects - 1,TOPWORTH STEELS AND POWER PVT LIMITED,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND/18219/2013&pid=33576
716,SIA/CG/MIS/62100/2017,OL/EC/HOUSING_BOARD_PROJECT/BALOD/554,ATAL VIHAR YOJANA CHITOD BALOD,Chhattisgarh,Balod,Dondi,Date of Submission for TOR: ,Date of Submission for EC: 29 Jan 2017 ,INFRA-2,EE CGHB DHAMTARI,Rejection Letter Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIS/62100/2017&pid=33880
717,SIA/CG/MIN/62666/2017,OL/EC/SAND_MINE/KONDAGAON/560,"GRAM PANCHAYAT SINGANPUR
TEHSIL - KESHKAL
DISTRICT - KONDAGAON (CG)",Chhattisgarh,Kondagaon,No Data,Date of Submission for EC: 21 Feb 2017 ,Date of Ec Granted : 05 May 2017,Non-Coal Mining,GRAM PANCHAYAT SINGANPUR KONDAGAON,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/62666/2017&pid=34257
718,SIA/CG/MIN/226218/2021,OL/EC/MIN/SURGUJA/1791,Sonpurkhurd Bricks Earth Clay Quarry & Fix Chimney Brick Plant,Chhattisgarh,Surguja,Ambikapur,Date of Submission for EC: 01 Sep 2021 ,Date of Ec Granted : 11 Nov 2022,Non-Coal Mining,SONPUR KHURD BRICKS,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/226218/2021&pid=190474
719,SIA/CG/IND1/404417/2022,OL/EC/IND1/RAIPUR/2168,SRS STEEL & POWER,Chhattisgarh,Raipur,,Date of Submission for TOR: ,Date of Submission for EC: 28 Oct 2022 ,Industrial Projects - 1,VIVEK SAHNI,For further consideration(SEAC),https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND1/404417/2022&pid=211908
720,SIA/CG/MIN/35786/2015,,Quartz Mine,Chhattisgarh,Mahasamund,Basna,Date of Submission for TOR: ,Date of Submission for EC: 24 Dec 2015 ,Non-Coal Mining,ULTIMATE ENVIROLYTICAL SOLUTION,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/35786/2015&pid=4941
721,SIA/CG/MIN/64497/2017,OL/EC/SAND_MINE/DHAMTARI/590,mudpar sand mine,Chhattisgarh,Dhamtari,Dhamtari,Date of Submission for EC: 05 May 2017 ,Date of Ec Granted : 22 Jan 2018,Non-Coal Mining,MUDPAR SAND MINE,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/64497/2017&pid=35199
722,SIA/CG/MIN/37416/2019,EL/OC/SANDMINE/RAIPUR/899,Kurud Sand Mine B,Chhattisgarh,Raipur,Arang,Date of Submission for EC: 07 Jun 2019 ,Date of Ec Granted : 08 Nov 2019,Non-Coal Mining,KURUD SAND MINE,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/37416/2019&pid=56437
723,SIA/CG/MIN/174929/2020,,Kharsura Bricks Earthclay Quarry & Fix Chimney Bricks Plant,Chhattisgarh,Surajpur,Surajpur,Date of Submission for TOR: ,Date of Submission for EC: 24 Sep 2020 ,Non-Coal Mining,"KHARSURA BRICKS EARTHCLAY  QUARRY , SHRI RAVINDRA KUMAR JAISWAL , AREA - 2.18 HECT.",Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/174929/2020&pid=131852
724,SIA/CG/MIN/31719/2015,OL/EC/SANDMINE/BILASPUR/54,Ratkhandi Sand Mining,Chhattisgarh,Bilaspur,Kota,Date of Submission for EC: 13 Oct 2015 ,Date of Ec Granted : 02 Dec 2015,Non-Coal Mining,PANCHAYAT SACHIV,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/31719/2015&pid=1408
725,SIA/CG/MIN/58102/2016,,solar rocks partner,Chhattisgarh,Raipur,Raipur,Date of Submission for TOR: ,Date of Submission for EC: 04 Aug 2016 ,Non-Coal Mining,SOLAR ROCKS PARTNERS,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/58102/2016&pid=24099
726,SIA/CG/MIN/32839/2015,OL/EC/SANDMINE/DHAMTARI/155,Parkhanda Sand Mine,Chhattisgarh,Dhamtari,Kurud,Date of Submission for EC: 28 Nov 2015 ,Date of Ec Granted : 23 Mar 2017,Non-Coal Mining,CMO KURUD,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/32839/2015&pid=2278
727,SIA/CG/MIN/226282/2021,OL/EC/MIN/BALRAMPUR/1792,Gopalpur Bricks Earth clay Quarry & Fix Chimney Brick Plant,Chhattisgarh,Balrampur,Balrampur,Date of Submission for EC: 01 Sep 2021 ,Date of Ec Granted : 08 Feb 2023,Non-Coal Mining,SHRI RAMKISHUN YADAV,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/226282/2021&pid=190487
728,SIA/CG/MIN/38183/2019,OL/EC/MIN/BALODA_BAZAAR/910,Amakoni Limestone Quarry Mine,Chhattisgarh,Balodabazar,Simga,Date of Submission for TOR: ,Date of Submission for EC: 25 Jun 2019 ,Non-Coal Mining,ASHOK BAJPAYEE,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/38183/2019&pid=56921
